,names,ids,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
629,Heroes - 2017 Remaster,7Jh1bpe76CNTCgdgAdBw4Z,David Bowie,0.49,0.758,7,-6.491,1,0.0297,0.000671,0.484,0.092,0.435,112.114,audio_features,7Jh1bpe76CNTCgdgAdBw4Z,spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/tracks/7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/audio-analysis/7Jh1bpe76CNTCgdgAdBw4Z,371413,4
630,Mississippi Queen,4vO9dmzNRqDhFY3jD1a3P7,Mountain,0.581,0.624,9,-8.346,1,0.0777,0.0987,0.0,0.0411,0.637,139.714,audio_features,4vO9dmzNRqDhFY3jD1a3P7,spotify:track:4vO9dmzNRqDhFY3jD1a3P7,https://api.spotify.com/v1/tracks/4vO9dmzNRqDhFY3jD1a3P7,https://api.spotify.com/v1/audio-analysis/4vO9dmzNRqDhFY3jD1a3P7,151293,4
631,"Harder, Better, Faster, Stronger",5W3cjX2J3tjhG8zb6u0qHn,Daft Punk,0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,audio_features,5W3cjX2J3tjhG8zb6u0qHn,spotify:track:5W3cjX2J3tjhG8zb6u0qHn,https://api.spotify.com/v1/tracks/5W3cjX2J3tjhG8zb6u0qHn,https://api.spotify.com/v1/audio-analysis/5W3cjX2J3tjhG8zb6u0qHn,224693,4
632,Robot Rock,4zu9wo2FXoBSsKjO6tRB3R,Daft Punk,0.59,0.787,7,-5.766,1,0.0512,6.94e-06,0.845,0.0293,0.598,111.926,audio_features,4zu9wo2FXoBSsKjO6tRB3R,spotify:track:4zu9wo2FXoBSsKjO6tRB3R,https://api.spotify.com/v1/tracks/4zu9wo2FXoBSsKjO6tRB3R,https://api.spotify.com/v1/audio-analysis/4zu9wo2FXoBSsKjO6tRB3R,287720,4
633,Da Funk,0MyY4WcN7DIfbSmp5yej5z,Daft Punk,0.806,0.7,0,-5.269,0,0.0752,0.00196,0.891,0.267,0.892,111.215,audio_features,0MyY4WcN7DIfbSmp5yej5z,spotify:track:0MyY4WcN7DIfbSmp5yej5z,https://api.spotify.com/v1/tracks/0MyY4WcN7DIfbSmp5yej5z,https://api.spotify.com/v1/audio-analysis/0MyY4WcN7DIfbSmp5yej5z,328680,4
634,Ruler of Everything,3vFZheR74pxUkzxqhXTZ2X,Tally Hall,0.58,0.791,11,-7.604,0,0.324,0.196,0.00326,0.0793,0.343,83.323,audio_features,3vFZheR74pxUkzxqhXTZ2X,spotify:track:3vFZheR74pxUkzxqhXTZ2X,https://api.spotify.com/v1/tracks/3vFZheR74pxUkzxqhXTZ2X,https://api.spotify.com/v1/audio-analysis/3vFZheR74pxUkzxqhXTZ2X,222107,4
635,Doin' it Right (feat. Panda Bear),36c4JohayB9qd64eidQMBi,Daft Punk,0.804,0.451,6,-8.207,1,0.0949,0.388,2.17e-05,0.0924,0.19,178.061,audio_features,36c4JohayB9qd64eidQMBi,spotify:track:36c4JohayB9qd64eidQMBi,https://api.spotify.com/v1/tracks/36c4JohayB9qd64eidQMBi,https://api.spotify.com/v1/audio-analysis/36c4JohayB9qd64eidQMBi,251293,4
636,Season of the Witch,6MOEQCtAWNSCmvg3SFKF5y,Donovan,0.516,0.513,2,-10.762,1,0.0288,0.159,0.00957,0.0612,0.694,99.735,audio_features,6MOEQCtAWNSCmvg3SFKF5y,spotify:track:6MOEQCtAWNSCmvg3SFKF5y,https://api.spotify.com/v1/tracks/6MOEQCtAWNSCmvg3SFKF5y,https://api.spotify.com/v1/audio-analysis/6MOEQCtAWNSCmvg3SFKF5y,293933,4
637,Memories,4wFsj6DLcy1W04FXEyCkHI,Brice Wilson,0.362,0.496,4,-11.532,1,0.0351,0.94,0.917,0.135,0.272,73.557,audio_features,4wFsj6DLcy1W04FXEyCkHI,spotify:track:4wFsj6DLcy1W04FXEyCkHI,https://api.spotify.com/v1/tracks/4wFsj6DLcy1W04FXEyCkHI,https://api.spotify.com/v1/audio-analysis/4wFsj6DLcy1W04FXEyCkHI,98116,4
638,Top Of The World,1Ehdm1PDlKrdfyBsjwEvd1,Carpenters,0.379,0.343,10,-12.993,1,0.0385,0.806,0.0,0.0991,0.694,184.301,audio_features,1Ehdm1PDlKrdfyBsjwEvd1,spotify:track:1Ehdm1PDlKrdfyBsjwEvd1,https://api.spotify.com/v1/tracks/1Ehdm1PDlKrdfyBsjwEvd1,https://api.spotify.com/v1/audio-analysis/1Ehdm1PDlKrdfyBsjwEvd1,179173,4
639,Live And Let Die - Main Title,5Go7a9wnApTQm2nYqKBdm0,Paul McCartney,0.419,0.36,7,-15.375,1,0.058,0.234,0.000432,0.207,0.232,153.974,audio_features,5Go7a9wnApTQm2nYqKBdm0,spotify:track:5Go7a9wnApTQm2nYqKBdm0,https://api.spotify.com/v1/tracks/5Go7a9wnApTQm2nYqKBdm0,https://api.spotify.com/v1/audio-analysis/5Go7a9wnApTQm2nYqKBdm0,190933,5
640,With Or Without You - Remastered,6ADSaE87h8Y3lccZlBJdXH,U2,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,audio_features,6ADSaE87h8Y3lccZlBJdXH,spotify:track:6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/tracks/6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/audio-analysis/6ADSaE87h8Y3lccZlBJdXH,295516,4
641,Shout It Out Loud,3qyHjQ1zTLvPeA99CP3K9N,KISS,0.571,0.953,3,-5.002,1,0.0568,0.124,5.57e-06,0.35,0.682,135.599,audio_features,3qyHjQ1zTLvPeA99CP3K9N,spotify:track:3qyHjQ1zTLvPeA99CP3K9N,https://api.spotify.com/v1/tracks/3qyHjQ1zTLvPeA99CP3K9N,https://api.spotify.com/v1/audio-analysis/3qyHjQ1zTLvPeA99CP3K9N,169027,4
642,Jeepers Creepers,2lkf1YTNk46w8E4ZatGCko,Jack Teagarden,0.714,0.377,5,-14.541,0,0.0836,0.989,1.08e-05,0.0869,0.88,107.828,audio_features,2lkf1YTNk46w8E4ZatGCko,spotify:track:2lkf1YTNk46w8E4ZatGCko,https://api.spotify.com/v1/tracks/2lkf1YTNk46w8E4ZatGCko,https://api.spotify.com/v1/audio-analysis/2lkf1YTNk46w8E4ZatGCko,137173,4
643,Master of Puppets (Remastered),54bm2e3tk8cliUz3VSdCPZ,Metallica,0.539,0.828,4,-9.108,0,0.035,0.00067,0.421,0.154,0.562,105.25,audio_features,54bm2e3tk8cliUz3VSdCPZ,spotify:track:54bm2e3tk8cliUz3VSdCPZ,https://api.spotify.com/v1/tracks/54bm2e3tk8cliUz3VSdCPZ,https://api.spotify.com/v1/audio-analysis/54bm2e3tk8cliUz3VSdCPZ,515387,4
644,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",2cX2coZS1PYBfPs8wgbdWE,Bee Gees,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,audio_features,2cX2coZS1PYBfPs8wgbdWE,spotify:track:2cX2coZS1PYBfPs8wgbdWE,https://api.spotify.com/v1/tracks/2cX2coZS1PYBfPs8wgbdWE,https://api.spotify.com/v1/audio-analysis/2cX2coZS1PYBfPs8wgbdWE,196213,4
645,"I Wan'na Be Like You (The Monkey Song) - From ""The Jungle Book"" / Soundtrack Version",6FJmVOcQPaRYGiJQRIpWAL,Louis Prima,0.747,0.446,7,-13.258,0,0.0989,0.612,0.000109,0.179,0.787,96.636,audio_features,6FJmVOcQPaRYGiJQRIpWAL,spotify:track:6FJmVOcQPaRYGiJQRIpWAL,https://api.spotify.com/v1/tracks/6FJmVOcQPaRYGiJQRIpWAL,https://api.spotify.com/v1/audio-analysis/6FJmVOcQPaRYGiJQRIpWAL,278347,4
646,The Bare Necessities,5VqXwCYPMCMa0s4ZmpfJ6r,Phil Harris,0.792,0.297,0,-16.129,1,0.0635,0.764,1.12e-06,0.173,0.583,103.066,audio_features,5VqXwCYPMCMa0s4ZmpfJ6r,spotify:track:5VqXwCYPMCMa0s4ZmpfJ6r,https://api.spotify.com/v1/tracks/5VqXwCYPMCMa0s4ZmpfJ6r,https://api.spotify.com/v1/audio-analysis/5VqXwCYPMCMa0s4ZmpfJ6r,289667,4
647,Cheek to Cheek,5qWXXF3On2xUfVu1ND1NLN,Fred Astaire,0.506,0.18,0,-12.184,1,0.0443,0.908,2.35e-06,0.0652,0.665,161.51,audio_features,5qWXXF3On2xUfVu1ND1NLN,spotify:track:5qWXXF3On2xUfVu1ND1NLN,https://api.spotify.com/v1/tracks/5qWXXF3On2xUfVu1ND1NLN,https://api.spotify.com/v1/audio-analysis/5qWXXF3On2xUfVu1ND1NLN,198107,4
648,Dirty Work,0s1aSsYlLIEiy16LjFWbdp,Steely Dan,0.631,0.354,1,-11.112,1,0.0313,0.795,0.000107,0.0879,0.522,73.007,audio_features,0s1aSsYlLIEiy16LjFWbdp,spotify:track:0s1aSsYlLIEiy16LjFWbdp,https://api.spotify.com/v1/tracks/0s1aSsYlLIEiy16LjFWbdp,https://api.spotify.com/v1/audio-analysis/0s1aSsYlLIEiy16LjFWbdp,188693,4
649,Beautiful Boy (Darling Boy) - Remastered 2010,5URfZHMlUWTWxPvvSBWcPk,John Lennon,0.574,0.469,2,-11.53,1,0.0403,0.733,1.96e-06,0.856,0.435,111.378,audio_features,5URfZHMlUWTWxPvvSBWcPk,spotify:track:5URfZHMlUWTWxPvvSBWcPk,https://api.spotify.com/v1/tracks/5URfZHMlUWTWxPvvSBWcPk,https://api.spotify.com/v1/audio-analysis/5URfZHMlUWTWxPvvSBWcPk,245693,4
650,Never Tear Us Apart,1qQSRy9DjrGh3jtsSCU6B1,INXS,0.665,0.686,0,-5.849,1,0.0268,0.0518,0.000176,0.174,0.275,96.848,audio_features,1qQSRy9DjrGh3jtsSCU6B1,spotify:track:1qQSRy9DjrGh3jtsSCU6B1,https://api.spotify.com/v1/tracks/1qQSRy9DjrGh3jtsSCU6B1,https://api.spotify.com/v1/audio-analysis/1qQSRy9DjrGh3jtsSCU6B1,185694,3
651,Homage,7pegxVesMmE2qK0o58xoFG,Mild High Club,0.546,0.468,5,-8.167,1,0.0287,0.153,0.00257,0.321,0.416,73.372,audio_features,7pegxVesMmE2qK0o58xoFG,spotify:track:7pegxVesMmE2qK0o58xoFG,https://api.spotify.com/v1/tracks/7pegxVesMmE2qK0o58xoFG,https://api.spotify.com/v1/audio-analysis/7pegxVesMmE2qK0o58xoFG,177493,4
652,Lonesome Loser - Remastered,3OZ40egQbNWeTe0BnR2QKa,Little River Band,0.466,0.548,0,-8.321,1,0.0252,0.0928,0.0,0.293,0.439,109.964,audio_features,3OZ40egQbNWeTe0BnR2QKa,spotify:track:3OZ40egQbNWeTe0BnR2QKa,https://api.spotify.com/v1/tracks/3OZ40egQbNWeTe0BnR2QKa,https://api.spotify.com/v1/audio-analysis/3OZ40egQbNWeTe0BnR2QKa,237973,4
653,The Promise,48p5E25cFPanxuwCTmTpuL,When In Rome,0.629,0.876,0,-10.141,1,0.0444,0.0864,7.72e-05,0.0431,0.358,118.01,audio_features,48p5E25cFPanxuwCTmTpuL,spotify:track:48p5E25cFPanxuwCTmTpuL,https://api.spotify.com/v1/tracks/48p5E25cFPanxuwCTmTpuL,https://api.spotify.com/v1/audio-analysis/48p5E25cFPanxuwCTmTpuL,220960,4
654,Just Remember I Love You,4mxaH9MLP8VN8vXX46y3Jd,Firefall,0.543,0.759,0,-8.792,1,0.028,0.0578,2.26e-06,0.977,0.697,116.005,audio_features,4mxaH9MLP8VN8vXX46y3Jd,spotify:track:4mxaH9MLP8VN8vXX46y3Jd,https://api.spotify.com/v1/tracks/4mxaH9MLP8VN8vXX46y3Jd,https://api.spotify.com/v1/audio-analysis/4mxaH9MLP8VN8vXX46y3Jd,216413,4
655,Total Eclipse of the Heart,7wuJGgpTNzbUyn26IOY6rj,Bonnie Tyler,0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,audio_features,7wuJGgpTNzbUyn26IOY6rj,spotify:track:7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/tracks/7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/audio-analysis/7wuJGgpTNzbUyn26IOY6rj,267360,4
656,Say You Love Me,6lrQo6KAYvb92MGk6ZuZlt,Fleetwood Mac,0.723,0.596,9,-13.436,1,0.0308,0.0187,0.00513,0.16,0.962,128.068,audio_features,6lrQo6KAYvb92MGk6ZuZlt,spotify:track:6lrQo6KAYvb92MGk6ZuZlt,https://api.spotify.com/v1/tracks/6lrQo6KAYvb92MGk6ZuZlt,https://api.spotify.com/v1/audio-analysis/6lrQo6KAYvb92MGk6ZuZlt,249947,4
657,Hold Me Now,0BJU4rYOfj43xHw6gvTIwE,Thompson Twins,0.787,0.516,7,-12.792,1,0.0332,0.66,1.1e-05,0.293,0.882,108.19,audio_features,0BJU4rYOfj43xHw6gvTIwE,spotify:track:0BJU4rYOfj43xHw6gvTIwE,https://api.spotify.com/v1/tracks/0BJU4rYOfj43xHw6gvTIwE,https://api.spotify.com/v1/audio-analysis/0BJU4rYOfj43xHw6gvTIwE,286667,4
658,Rikki Don't Lose That Number,18a9EGG4xhRELv7bgAw5hb,Steely Dan,0.656,0.462,11,-14.072,0,0.0373,0.518,0.000137,0.091,0.642,116.049,audio_features,18a9EGG4xhRELv7bgAw5hb,spotify:track:18a9EGG4xhRELv7bgAw5hb,https://api.spotify.com/v1/tracks/18a9EGG4xhRELv7bgAw5hb,https://api.spotify.com/v1/audio-analysis/18a9EGG4xhRELv7bgAw5hb,271093,4
659,Crazy On You,5zH710lFSLtkHbMkslLDjR,Heart,0.427,0.459,9,-12.442,0,0.0332,0.116,0.000103,0.132,0.383,129.878,audio_features,5zH710lFSLtkHbMkslLDjR,spotify:track:5zH710lFSLtkHbMkslLDjR,https://api.spotify.com/v1/tracks/5zH710lFSLtkHbMkslLDjR,https://api.spotify.com/v1/audio-analysis/5zH710lFSLtkHbMkslLDjR,293440,4
660,Fell In Love With a Girl,21Qsj3cMVCx2xF2EVVNbEu,The White Stripes,0.356,0.982,4,-1.574,0,0.112,0.713,0.00145,0.941,0.299,95.754,audio_features,21Qsj3cMVCx2xF2EVVNbEu,spotify:track:21Qsj3cMVCx2xF2EVVNbEu,https://api.spotify.com/v1/tracks/21Qsj3cMVCx2xF2EVVNbEu,https://api.spotify.com/v1/audio-analysis/21Qsj3cMVCx2xF2EVVNbEu,110093,4
661,Let My Love Open The Door,0otlwsD3mSogk7VJCTp6Kg,Pete Townshend,0.651,0.653,0,-9.731,1,0.0545,0.365,0.000117,0.0742,0.729,164.912,audio_features,0otlwsD3mSogk7VJCTp6Kg,spotify:track:0otlwsD3mSogk7VJCTp6Kg,https://api.spotify.com/v1/tracks/0otlwsD3mSogk7VJCTp6Kg,https://api.spotify.com/v1/audio-analysis/0otlwsD3mSogk7VJCTp6Kg,164653,4
662,Whole Lotta Love - 1990 Remaster,0hCB0YR03f6AmQaHbwWDe8,Led Zeppelin,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,audio_features,0hCB0YR03f6AmQaHbwWDe8,spotify:track:0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/tracks/0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/audio-analysis/0hCB0YR03f6AmQaHbwWDe8,333893,4
663,The Song Remains the Same - 1990 Remaster,59hhEeGGOgoPBVBNp3wxCd,Led Zeppelin,0.267,0.78,7,-8.777,1,0.055,0.053,0.192,0.271,0.674,144.292,audio_features,59hhEeGGOgoPBVBNp3wxCd,spotify:track:59hhEeGGOgoPBVBNp3wxCd,https://api.spotify.com/v1/tracks/59hhEeGGOgoPBVBNp3wxCd,https://api.spotify.com/v1/audio-analysis/59hhEeGGOgoPBVBNp3wxCd,330107,4
664,Houses of the Holy - Rough Mix with Overdubs,2Kka8ruBg8jCabrZyAVEHS,Led Zeppelin,0.605,0.691,9,-10.57,1,0.0337,0.467,0.742,0.441,0.965,123.288,audio_features,2Kka8ruBg8jCabrZyAVEHS,spotify:track:2Kka8ruBg8jCabrZyAVEHS,https://api.spotify.com/v1/tracks/2Kka8ruBg8jCabrZyAVEHS,https://api.spotify.com/v1/audio-analysis/2Kka8ruBg8jCabrZyAVEHS,231787,4
665,Fool in the Rain - 1990 Remaster,62p6fF2r4NY6pwZbxxvmr8,Led Zeppelin,0.539,0.866,0,-8.404,1,0.0483,0.0866,0.00414,0.0953,0.761,130.345,audio_features,62p6fF2r4NY6pwZbxxvmr8,spotify:track:62p6fF2r4NY6pwZbxxvmr8,https://api.spotify.com/v1/tracks/62p6fF2r4NY6pwZbxxvmr8,https://api.spotify.com/v1/audio-analysis/62p6fF2r4NY6pwZbxxvmr8,372893,4
666,Since I've Been Loving You - Remaster,1SDiiE3v2z89VxC3aVRKHQ,Led Zeppelin,0.393,0.364,5,-10.945,0,0.0345,0.0021,0.0703,0.121,0.308,118.566,audio_features,1SDiiE3v2z89VxC3aVRKHQ,spotify:track:1SDiiE3v2z89VxC3aVRKHQ,https://api.spotify.com/v1/tracks/1SDiiE3v2z89VxC3aVRKHQ,https://api.spotify.com/v1/audio-analysis/1SDiiE3v2z89VxC3aVRKHQ,444148,3
667,Teenage Mutant Ninja Turtles Cartoon Opening Theme (1987),4QpB8RyVWCAcZ5bWRk14bo,Teenage Mutant Ninja Turtles,0.505,0.608,7,-5.137,0,0.0756,0.0752,0.0,0.137,0.85,185.25,audio_features,4QpB8RyVWCAcZ5bWRk14bo,spotify:track:4QpB8RyVWCAcZ5bWRk14bo,https://api.spotify.com/v1/tracks/4QpB8RyVWCAcZ5bWRk14bo,https://api.spotify.com/v1/audio-analysis/4QpB8RyVWCAcZ5bWRk14bo,60672,4
668,Feel Good Inc.,0d28khcov6AiegSCpG5TuT,Gorillaz,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,audio_features,0d28khcov6AiegSCpG5TuT,spotify:track:0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT,222640,4
669,Bill Murray,4Uw245tl8lIeSSxoOxyzG8,Gorillaz,0.66,0.527,9,-10.714,1,0.0671,0.0212,0.303,0.0636,0.441,139.688,audio_features,4Uw245tl8lIeSSxoOxyzG8,spotify:track:4Uw245tl8lIeSSxoOxyzG8,https://api.spotify.com/v1/tracks/4Uw245tl8lIeSSxoOxyzG8,https://api.spotify.com/v1/audio-analysis/4Uw245tl8lIeSSxoOxyzG8,231627,4
670,"Mrs. Robinson - From ""The Graduate"" Soundtrack",0iOZM63lendWRTTeKhZBSC,Simon & Garfunkel,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,audio_features,0iOZM63lendWRTTeKhZBSC,spotify:track:0iOZM63lendWRTTeKhZBSC,https://api.spotify.com/v1/tracks/0iOZM63lendWRTTeKhZBSC,https://api.spotify.com/v1/audio-analysis/0iOZM63lendWRTTeKhZBSC,244027,4
671,Twist And Shout - Remastered 2009,5ZBeML7Lf3FMEVviTyvi8l,The Beatles,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,audio_features,5ZBeML7Lf3FMEVviTyvi8l,spotify:track:5ZBeML7Lf3FMEVviTyvi8l,https://api.spotify.com/v1/tracks/5ZBeML7Lf3FMEVviTyvi8l,https://api.spotify.com/v1/audio-analysis/5ZBeML7Lf3FMEVviTyvi8l,155227,4
672,Misirlou,1p791U7Bx5PmvCwucN4PQN,Dick Dale and his Del-Tones,0.293,0.951,4,-5.846,1,0.0652,0.00345,0.916,0.572,0.561,173.439,audio_features,1p791U7Bx5PmvCwucN4PQN,spotify:track:1p791U7Bx5PmvCwucN4PQN,https://api.spotify.com/v1/tracks/1p791U7Bx5PmvCwucN4PQN,https://api.spotify.com/v1/audio-analysis/1p791U7Bx5PmvCwucN4PQN,136093,4
673,Music Sounds Better With You,303ccTay2FiDTZ9fZ2AdBt,Stardust,0.735,0.72,1,-7.04,1,0.336,0.00105,0.15,0.382,0.364,124.174,audio_features,303ccTay2FiDTZ9fZ2AdBt,spotify:track:303ccTay2FiDTZ9fZ2AdBt,https://api.spotify.com/v1/tracks/303ccTay2FiDTZ9fZ2AdBt,https://api.spotify.com/v1/audio-analysis/303ccTay2FiDTZ9fZ2AdBt,403293,4
674,Fooled Around And Fell In Love,2hE5Lm5XOHR4t3xlhIFauP,Elvin Bishop,0.633,0.621,10,-11.494,1,0.0313,0.042,0.0172,0.186,0.593,113.325,audio_features,2hE5Lm5XOHR4t3xlhIFauP,spotify:track:2hE5Lm5XOHR4t3xlhIFauP,https://api.spotify.com/v1/tracks/2hE5Lm5XOHR4t3xlhIFauP,https://api.spotify.com/v1/audio-analysis/2hE5Lm5XOHR4t3xlhIFauP,276000,3
675,Something In The Way,1nFtiJxYdhtFfFtfXBv06s,Nirvana,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,audio_features,1nFtiJxYdhtFfFtfXBv06s,spotify:track:1nFtiJxYdhtFfFtfXBv06s,https://api.spotify.com/v1/tracks/1nFtiJxYdhtFfFtfXBv06s,https://api.spotify.com/v1/audio-analysis/1nFtiJxYdhtFfFtfXBv06s,232147,4
676,Send Me on My Way,6hs3SDnbO3f6VQuPO4KBEb,Rusted Root,0.5,0.681,0,-9.556,1,0.0672,0.114,4.01e-05,0.139,0.745,119.46,audio_features,6hs3SDnbO3f6VQuPO4KBEb,spotify:track:6hs3SDnbO3f6VQuPO4KBEb,https://api.spotify.com/v1/tracks/6hs3SDnbO3f6VQuPO4KBEb,https://api.spotify.com/v1/audio-analysis/6hs3SDnbO3f6VQuPO4KBEb,263333,4
677,Jump in the Line,1zW2csx1vVJrKfvDrFQNVt,Harry Belafonte,0.594,0.889,5,-7.775,1,0.246,0.768,0.0,0.124,0.8,116.187,audio_features,1zW2csx1vVJrKfvDrFQNVt,spotify:track:1zW2csx1vVJrKfvDrFQNVt,https://api.spotify.com/v1/tracks/1zW2csx1vVJrKfvDrFQNVt,https://api.spotify.com/v1/audio-analysis/1zW2csx1vVJrKfvDrFQNVt,221704,4
678,The Bidding,0HBrtXJohbIW4IhPZ50GmH,Tally Hall,0.538,0.607,9,-5.261,0,0.216,0.248,5.54e-06,0.0999,0.515,175.424,audio_features,0HBrtXJohbIW4IhPZ50GmH,spotify:track:0HBrtXJohbIW4IhPZ50GmH,https://api.spotify.com/v1/tracks/0HBrtXJohbIW4IhPZ50GmH,https://api.spotify.com/v1/audio-analysis/0HBrtXJohbIW4IhPZ50GmH,160613,4
679,Hidden In the Sand,0RjG5JmdOWXAR68dGlKBA5,Tally Hall,0.547,0.287,6,-12.28,1,0.149,0.514,0.774,0.119,0.177,120.792,audio_features,0RjG5JmdOWXAR68dGlKBA5,spotify:track:0RjG5JmdOWXAR68dGlKBA5,https://api.spotify.com/v1/tracks/0RjG5JmdOWXAR68dGlKBA5,https://api.spotify.com/v1/audio-analysis/0RjG5JmdOWXAR68dGlKBA5,112960,4
680,Sacred Beast,6XYSGrWrA2si0cjO9BjbDw,Tally Hall,0.415,0.873,0,-4.758,1,0.0404,0.0075,7.83e-06,0.112,0.889,156.074,audio_features,6XYSGrWrA2si0cjO9BjbDw,spotify:track:6XYSGrWrA2si0cjO9BjbDw,https://api.spotify.com/v1/tracks/6XYSGrWrA2si0cjO9BjbDw,https://api.spotify.com/v1/audio-analysis/6XYSGrWrA2si0cjO9BjbDw,142200,4
681,Taken for a Ride,6WJJoWzwlEs8V4lWIZRjAP,Tally Hall,0.46,0.567,8,-5.873,1,0.0456,0.129,1.81e-05,0.155,0.248,98.652,audio_features,6WJJoWzwlEs8V4lWIZRjAP,spotify:track:6WJJoWzwlEs8V4lWIZRjAP,https://api.spotify.com/v1/tracks/6WJJoWzwlEs8V4lWIZRjAP,https://api.spotify.com/v1/audio-analysis/6WJJoWzwlEs8V4lWIZRjAP,283640,4
682,Just a Friend,1ZoBx2HJYtzc975zT9n16n,Tally Hall,0.768,0.541,0,-9.732,1,0.41,0.275,0.0,0.38,0.691,84.045,audio_features,1ZoBx2HJYtzc975zT9n16n,spotify:track:1ZoBx2HJYtzc975zT9n16n,https://api.spotify.com/v1/tracks/1ZoBx2HJYtzc975zT9n16n,https://api.spotify.com/v1/audio-analysis/1ZoBx2HJYtzc975zT9n16n,270253,4
683,The Night Begins to Shine,3eX2JOSwcPjVEe2zbVZ2GH,B.E.R.,0.618,0.648,2,-7.098,1,0.0287,0.00416,0.0668,0.171,0.346,129.917,audio_features,3eX2JOSwcPjVEe2zbVZ2GH,spotify:track:3eX2JOSwcPjVEe2zbVZ2GH,https://api.spotify.com/v1/tracks/3eX2JOSwcPjVEe2zbVZ2GH,https://api.spotify.com/v1/audio-analysis/3eX2JOSwcPjVEe2zbVZ2GH,210510,4
684,God's Gonna Cut You Down,6RFkVsPmrM4pzlDkFswwJl,Johnny Cash,0.617,0.485,5,-8.227,0,0.115,0.868,3.44e-05,0.115,0.845,82.228,audio_features,6RFkVsPmrM4pzlDkFswwJl,spotify:track:6RFkVsPmrM4pzlDkFswwJl,https://api.spotify.com/v1/tracks/6RFkVsPmrM4pzlDkFswwJl,https://api.spotify.com/v1/audio-analysis/6RFkVsPmrM4pzlDkFswwJl,158573,4
685,Waiting for the Sun - 2020 Remaster,7jPoeaQvsM5rjC89I1KfPM,The Doors,0.547,0.469,9,-10.611,0,0.0238,0.049,0.000276,0.094,0.283,89.022,audio_features,7jPoeaQvsM5rjC89I1KfPM,spotify:track:7jPoeaQvsM5rjC89I1KfPM,https://api.spotify.com/v1/tracks/7jPoeaQvsM5rjC89I1KfPM,https://api.spotify.com/v1/audio-analysis/7jPoeaQvsM5rjC89I1KfPM,240468,4
686,Get up and Dance,1HCrzK0GjSnIaPJs2KKsMQ,The Doors,0.749,0.601,0,-13.553,0,0.115,0.814,0.548,0.099,0.676,131.657,audio_features,1HCrzK0GjSnIaPJs2KKsMQ,spotify:track:1HCrzK0GjSnIaPJs2KKsMQ,https://api.spotify.com/v1/tracks/1HCrzK0GjSnIaPJs2KKsMQ,https://api.spotify.com/v1/audio-analysis/1HCrzK0GjSnIaPJs2KKsMQ,155373,4
687,Blue Sunday,2g3JAKjKruTL40VffoGLmg,The Doors,0.357,0.331,5,-11.66,1,0.0294,0.61,0.0396,0.0952,0.147,150.315,audio_features,2g3JAKjKruTL40VffoGLmg,spotify:track:2g3JAKjKruTL40VffoGLmg,https://api.spotify.com/v1/tracks/2g3JAKjKruTL40VffoGLmg,https://api.spotify.com/v1/audio-analysis/2g3JAKjKruTL40VffoGLmg,132949,4
688,Ghost Song,5XTdMVT5i5qcfyTXWxhxVZ,Jim Morrison,0.764,0.48,0,-13.63,1,0.0819,0.416,0.316,0.107,0.705,110.175,audio_features,5XTdMVT5i5qcfyTXWxhxVZ,spotify:track:5XTdMVT5i5qcfyTXWxhxVZ,https://api.spotify.com/v1/tracks/5XTdMVT5i5qcfyTXWxhxVZ,https://api.spotify.com/v1/audio-analysis/5XTdMVT5i5qcfyTXWxhxVZ,170667,4
